"lexeme","lexinfoPos","oliaPos","lemma","forms"
"http://llod.jerteh.rs/id/SMD/le_pricxi_240241","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","прићи","прићи@http://llod.jerteh.rs/id/SMD/fm_pricxi_4283065|приђе@http://llod.jerteh.rs/id/SMD/fm_pridxe_4283066|приђем@http://llod.jerteh.rs/id/SMD/fm_pridxem_4283067|приђемо@http://llod.jerteh.rs/id/SMD/fm_pridxemo_4283068|приђеш@http://llod.jerteh.rs/id/SMD/fm_pridxesx_4283069|приђете@http://llod.jerteh.rs/id/SMD/fm_pridxete_4283070|приђи@http://llod.jerteh.rs/id/SMD/fm_pridxi_4283071|приђимо@http://llod.jerteh.rs/id/SMD/fm_pridximo_4283072|приђите@http://llod.jerteh.rs/id/SMD/fm_pridxite_4283073|приђох@http://llod.jerteh.rs/id/SMD/fm_pridxoh_4283074|приђосмо@http://llod.jerteh.rs/id/SMD/fm_pridxosmo_4283075|приђосте@http://llod.jerteh.rs/id/SMD/fm_pridxoste_4283076|приђоше@http://llod.jerteh.rs/id/SMD/fm_pridxosxe_4283077|приђу@http://llod.jerteh.rs/id/SMD/fm_pridxu_4283078|пришао@http://llod.jerteh.rs/id/SMD/fm_prisxao_4283079|пришав@http://llod.jerteh.rs/id/SMD/fm_prisxav_4283080|пришавши@http://llod.jerteh.rs/id/SMD/fm_prisxavsxi_4283081|пришла@http://llod.jerteh.rs/id/SMD/fm_prisxla_4283082|пришле@http://llod.jerteh.rs/id/SMD/fm_prisxle_4283083|пришли@http://llod.jerteh.rs/id/SMD/fm_prisxli_4283084|пришло@http://llod.jerteh.rs/id/SMD/fm_prisxlo_4283085"
"http://llod.jerteh.rs/id/SMD/le_poslednxi_83600","http://www.lexinfo.net/ontology/2.0/lexinfo#adjective","http://purl.org/olia/olia.owl#Adjective","последњи","последња@http://llod.jerteh.rs/id/SMD/fm_poslednxa_5360609|последње@http://llod.jerteh.rs/id/SMD/fm_poslednxe_5360610|последњег@http://llod.jerteh.rs/id/SMD/fm_poslednxeg_5360611|последњега@http://llod.jerteh.rs/id/SMD/fm_poslednxega_5360612|последњем@http://llod.jerteh.rs/id/SMD/fm_poslednxem_5360613|последњему@http://llod.jerteh.rs/id/SMD/fm_poslednxemu_5360614|последњи@http://llod.jerteh.rs/id/SMD/fm_poslednxi_5360615|последњих@http://llod.jerteh.rs/id/SMD/fm_poslednxih_5360616|последњим@http://llod.jerteh.rs/id/SMD/fm_poslednxim_5360617|последњима@http://llod.jerteh.rs/id/SMD/fm_poslednxima_5360618|последњој@http://llod.jerteh.rs/id/SMD/fm_poslednxoj_5360619|последњом@http://llod.jerteh.rs/id/SMD/fm_poslednxom_5360620|последњу@http://llod.jerteh.rs/id/SMD/fm_poslednxu_5360621"
"http://llod.jerteh.rs/id/SMD/le_dignuti_51594","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","дигнути","дићи@http://llod.jerteh.rs/id/SMD/fm_dicxi_3767776|дигао@http://llod.jerteh.rs/id/SMD/fm_digao_3767777|дигав@http://llod.jerteh.rs/id/SMD/fm_digav_3767778|дигавши@http://llod.jerteh.rs/id/SMD/fm_digavsxi_3767779|дигла@http://llod.jerteh.rs/id/SMD/fm_digla_3767780|дигле@http://llod.jerteh.rs/id/SMD/fm_digle_3767781|дигли@http://llod.jerteh.rs/id/SMD/fm_digli_3767782|дигло@http://llod.jerteh.rs/id/SMD/fm_diglo_3767783|дигне@http://llod.jerteh.rs/id/SMD/fm_digne_3767784|дигнем@http://llod.jerteh.rs/id/SMD/fm_dignem_3767785|дигнемо@http://llod.jerteh.rs/id/SMD/fm_dignemo_3767786|дигнеш@http://llod.jerteh.rs/id/SMD/fm_dignesx_3767787|дигнете@http://llod.jerteh.rs/id/SMD/fm_dignete_3767788|дигни@http://llod.jerteh.rs/id/SMD/fm_digni_3767789|дигнимо@http://llod.jerteh.rs/id/SMD/fm_dignimo_3767790|дигните@http://llod.jerteh.rs/id/SMD/fm_dignite_3767791|дигну@http://llod.jerteh.rs/id/SMD/fm_dignu_3767792|дигнуће@http://llod.jerteh.rs/id/SMD/fm_dignucxe_3767793|дигнућемо@http://llod.jerteh.rs/id/SMD/fm_dignucxemo_3767794|дигнућеш@http://llod.jerteh.rs/id/SMD/fm_dignucxesx_3767795|дигнућете@http://llod.jerteh.rs/id/SMD/fm_dignucxete_3767796|дигнућу@http://llod.jerteh.rs/id/SMD/fm_dignucxu_3767797|дигнух@http://llod.jerteh.rs/id/SMD/fm_dignuh_3767798|дигнула@http://llod.jerteh.rs/id/SMD/fm_dignula_3767799|дигнуле@http://llod.jerteh.rs/id/SMD/fm_dignule_3767800|дигнули@http://llod.jerteh.rs/id/SMD/fm_dignuli_3767801|дигнуло@http://llod.jerteh.rs/id/SMD/fm_dignulo_3767802|дигнуо@http://llod.jerteh.rs/id/SMD/fm_dignuo_3767803|дигнусмо@http://llod.jerteh.rs/id/SMD/fm_dignusmo_3767804|дигнусте@http://llod.jerteh.rs/id/SMD/fm_dignuste_3767805|дигнуше@http://llod.jerteh.rs/id/SMD/fm_dignusxe_3767806|дигнут@http://llod.jerteh.rs/id/SMD/fm_dignut_3767807|дигнута@http://llod.jerteh.rs/id/SMD/fm_dignuta_3767808|дигнуте@http://llod.jerteh.rs/id/SMD/fm_dignute_3767809|дигнути@http://llod.jerteh.rs/id/SMD/fm_dignuti_3767810|дигнуто@http://llod.jerteh.rs/id/SMD/fm_dignuto_3767811|дигнув@http://llod.jerteh.rs/id/SMD/fm_dignuv_3767812|дигнувши@http://llod.jerteh.rs/id/SMD/fm_dignuvsxi_3767813|дигох@http://llod.jerteh.rs/id/SMD/fm_digoh_3767814|дигосмо@http://llod.jerteh.rs/id/SMD/fm_digosmo_3767815|дигосте@http://llod.jerteh.rs/id/SMD/fm_digoste_3767816|дигоше@http://llod.jerteh.rs/id/SMD/fm_digosxe_3767817|диже@http://llod.jerteh.rs/id/SMD/fm_dizxe_3767818"
"http://llod.jerteh.rs/id/SMD/le_dva_7233","http://www.lexinfo.net/ontology/2.0/lexinfo#number","http://purl.org/olia/olia.owl#Numeral","два","двају@http://llod.jerteh.rs/id/SMD/fm_dvaju_5891135|двама@http://llod.jerteh.rs/id/SMD/fm_dvama_5891136|две@http://llod.jerteh.rs/id/SMD/fm_dve_5891137|двеју@http://llod.jerteh.rs/id/SMD/fm_dveju_5891138|двема@http://llod.jerteh.rs/id/SMD/fm_dvema_5891139"
"http://llod.jerteh.rs/id/SMD/le_kada_241178","http://www.lexinfo.net/ontology/2.0/lexinfo#subordinatingConjunction","http://purl.org/olia/olia.owl#SubordinatingConjunction","када","када@http://llod.jerteh.rs/id/SMD/fm_kada_4939090"
"http://llod.jerteh.rs/id/SMD/le_sunce_28891","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","сунце","сунаца@http://llod.jerteh.rs/id/SMD/fm_sunaca_4507898|сунца@http://llod.jerteh.rs/id/SMD/fm_sunca_4507899|сунце@http://llod.jerteh.rs/id/SMD/fm_sunce_4507900|сунцем@http://llod.jerteh.rs/id/SMD/fm_suncem_4507901|сунцима@http://llod.jerteh.rs/id/SMD/fm_suncima_4507902|сунцу@http://llod.jerteh.rs/id/SMD/fm_suncu_4507903"
"http://llod.jerteh.rs/id/SMD/le_bog_19171","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","бог","бог@http://llod.jerteh.rs/id/SMD/fm_bog_4457874|бога@http://llod.jerteh.rs/id/SMD/fm_boga_4457875|боге@http://llod.jerteh.rs/id/SMD/fm_boge_4457876|богом@http://llod.jerteh.rs/id/SMD/fm_bogom_4457877|богова@http://llod.jerteh.rs/id/SMD/fm_bogova_4457878|богове@http://llod.jerteh.rs/id/SMD/fm_bogove_4457879|богови@http://llod.jerteh.rs/id/SMD/fm_bogovi_4457880|боговима@http://llod.jerteh.rs/id/SMD/fm_bogovima_4457881|богу@http://llod.jerteh.rs/id/SMD/fm_bogu_4457882|бози@http://llod.jerteh.rs/id/SMD/fm_bozi_4457883|бозима@http://llod.jerteh.rs/id/SMD/fm_bozima_4457884|боже@http://llod.jerteh.rs/id/SMD/fm_bozxe_4457885"
"http://llod.jerteh.rs/id/SMD/le_To_134938","http://www.lexinfo.net/ontology/2.0/lexinfo#ProperNoun","http://purl.org/olia/olia.owl#ProperNoun","То","То@http://llod.jerteh.rs/id/SMD/fm_To_4848558|Тоа@http://llod.jerteh.rs/id/SMD/fm_Toa_4848559|Тоом@http://llod.jerteh.rs/id/SMD/fm_Toom_4848560|Тоу@http://llod.jerteh.rs/id/SMD/fm_Tou_4848561"
"http://llod.jerteh.rs/id/SMD/le_pored_232172","http://www.lexinfo.net/ontology/2.0/lexinfo#preposition","http://purl.org/olia/olia.owl#Adposition","поред","поред@http://llod.jerteh.rs/id/SMD/fm_pored_4938876"
"http://llod.jerteh.rs/id/SMD/le_dobro_93163","http://www.lexinfo.net/ontology/2.0/lexinfo#adverb","http://purl.org/olia/olia.owl#Adverb","добро","добро@http://llod.jerteh.rs/id/SMD/fm_dobro_4901319"
"http://llod.jerteh.rs/id/SMD/le_kao_93296","http://www.lexinfo.net/ontology/2.0/lexinfo#adverb","http://purl.org/olia/olia.owl#Adverb","као","као@http://llod.jerteh.rs/id/SMD/fm_kao_4901452"
"http://llod.jerteh.rs/id/SMD/le_nebo_29849","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","небо","неба@http://llod.jerteh.rs/id/SMD/fm_neba_4513329|небеса@http://llod.jerteh.rs/id/SMD/fm_nebesa_4513330|небесима@http://llod.jerteh.rs/id/SMD/fm_nebesima_4513331|небесом@http://llod.jerteh.rs/id/SMD/fm_nebesom_4513332|небесу@http://llod.jerteh.rs/id/SMD/fm_nebesu_4513333|небима@http://llod.jerteh.rs/id/SMD/fm_nebima_4513334|небо@http://llod.jerteh.rs/id/SMD/fm_nebo_4513335|небом@http://llod.jerteh.rs/id/SMD/fm_nebom_4513336|небу@http://llod.jerteh.rs/id/SMD/fm_nebu_4513337"
"http://llod.jerteh.rs/id/SMD/le_takav_7205","http://www.lexinfo.net/ontology/2.0/lexinfo#pronoun","http://purl.org/olia/olia.owl#Determiner","такав","такав@http://llod.jerteh.rs/id/SMD/fm_takav_4900342|таква@http://llod.jerteh.rs/id/SMD/fm_takva_4900343|такве@http://llod.jerteh.rs/id/SMD/fm_takve_4900344|такви@http://llod.jerteh.rs/id/SMD/fm_takvi_4900345|таквих@http://llod.jerteh.rs/id/SMD/fm_takvih_4900346|таквим@http://llod.jerteh.rs/id/SMD/fm_takvim_4900347|таквима@http://llod.jerteh.rs/id/SMD/fm_takvima_4900348|таквиме@http://llod.jerteh.rs/id/SMD/fm_takvime_4900349|такво@http://llod.jerteh.rs/id/SMD/fm_takvo_4900350|таквог@http://llod.jerteh.rs/id/SMD/fm_takvog_4900351|таквога@http://llod.jerteh.rs/id/SMD/fm_takvoga_4900352|таквој@http://llod.jerteh.rs/id/SMD/fm_takvoj_4900353|таквом@http://llod.jerteh.rs/id/SMD/fm_takvom_4900354|таквоме@http://llod.jerteh.rs/id/SMD/fm_takvome_4900355|таквому@http://llod.jerteh.rs/id/SMD/fm_takvomu_4900356|такву@http://llod.jerteh.rs/id/SMD/fm_takvu_4900357"
"http://llod.jerteh.rs/id/SMD/le_izicxi_53229","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","изићи","изићи@http://llod.jerteh.rs/id/SMD/fm_izicxi_3815819|изиђе@http://llod.jerteh.rs/id/SMD/fm_izidxe_3815820|изиђем@http://llod.jerteh.rs/id/SMD/fm_izidxem_3815821|изиђемо@http://llod.jerteh.rs/id/SMD/fm_izidxemo_3815822|изиђеш@http://llod.jerteh.rs/id/SMD/fm_izidxesx_3815823|изиђете@http://llod.jerteh.rs/id/SMD/fm_izidxete_3815824|изиђи@http://llod.jerteh.rs/id/SMD/fm_izidxi_3815825|изиђимо@http://llod.jerteh.rs/id/SMD/fm_izidximo_3815826|изиђите@http://llod.jerteh.rs/id/SMD/fm_izidxite_3815827|изиђох@http://llod.jerteh.rs/id/SMD/fm_izidxoh_3815828|изиђосмо@http://llod.jerteh.rs/id/SMD/fm_izidxosmo_3815829|изиђосте@http://llod.jerteh.rs/id/SMD/fm_izidxoste_3815830|изиђоше@http://llod.jerteh.rs/id/SMD/fm_izidxosxe_3815831|изиђу@http://llod.jerteh.rs/id/SMD/fm_izidxu_3815832|изишао@http://llod.jerteh.rs/id/SMD/fm_izisxao_3815833|изишав@http://llod.jerteh.rs/id/SMD/fm_izisxav_3815834|изишавши@http://llod.jerteh.rs/id/SMD/fm_izisxavsxi_3815835|изишла@http://llod.jerteh.rs/id/SMD/fm_izisxla_3815836|изишле@http://llod.jerteh.rs/id/SMD/fm_izisxle_3815837|изишли@http://llod.jerteh.rs/id/SMD/fm_izisxli_3815838|изишло@http://llod.jerteh.rs/id/SMD/fm_izisxlo_3815839"
"http://llod.jerteh.rs/id/SMD/le_dugo_93199","http://www.lexinfo.net/ontology/2.0/lexinfo#adverb","http://purl.org/olia/olia.owl#Adverb","дуго","дуго@http://llod.jerteh.rs/id/SMD/fm_dugo_4901355"
